user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,96,70,24.93504,25.181251875
False,piano,96,34,24.93504,25.057875375
False,piano,96,46,24.93504,25.057875375
False,piano,96,34,25.06491,25.187745375000002
False,piano,96,46,25.06491,25.187745375000002
True,piano,96,82,25.194779999999998,25.440991875
False,piano,96,34,25.194779999999998,25.317615375
False,piano,96,46,25.194779999999998,25.317615375
False,piano,96,34,25.324650000000002,25.447485375
False,piano,96,46,25.324650000000002,25.447485375
True,piano,96,81,25.454520000000002,25.639043625
False,piano,96,34,25.454520000000002,25.577355375000003
False,piano,96,46,25.454520000000002,25.577355375000003
False,piano,96,34,25.58439,25.707225375
False,piano,96,46,25.58439,25.707225375
True,piano,96,78,25.649324999999997,25.833848624999998
False,piano,96,34,25.714260000000003,25.837095375
False,piano,96,46,25.714260000000003,25.837095375
True,piano,96,77,25.84413,25.966965374999997
False,piano,96,34,25.84413,25.966965374999997
False,piano,96,46,25.84413,25.966965374999997
False,piano,96,34,25.974,26.096835375
False,piano,96,46,25.974,26.096835375
True,piano,96,77,26.103869999999997,26.165017125000002
False,piano,96,34,26.103869999999997,26.226705375
False,piano,96,46,26.103869999999997,26.226705375
True,piano,96,75,26.168805000000003,26.229952125
True,piano,96,77,26.23374,26.356575375
False,piano,96,34,26.23374,26.356575375
False,piano,96,46,26.23374,26.356575375
True,piano,96,78,26.36361,26.486445375000002
False,piano,96,34,26.36361,26.486445375000002
False,piano,96,46,26.36361,26.486445375000002
True,piano,96,77,26.493479999999998,26.616315375
False,piano,96,34,26.493479999999998,26.616315375
False,piano,96,46,26.493479999999998,26.616315375
True,piano,96,73,26.623350000000002,26.746185375
False,piano,96,34,26.623350000000002,26.746185375
False,piano,96,46,26.623350000000002,26.746185375
True,piano,96,72,26.75322,26.876055375
False,piano,96,34,26.75322,26.999431875000003
False,piano,96,46,26.75322,26.999431875000003
True,piano,96,69,26.88309,27.005925375
True,piano,96,70,27.012960000000003,27.259171875
False,piano,96,34,27.012960000000003,27.135795375
False,piano,96,46,27.012960000000003,27.135795375
False,piano,96,34,27.14283,27.265665375
False,piano,96,46,27.14283,27.265665375
True,piano,96,82,27.2727,27.518911875
False,piano,96,34,27.2727,27.395535375
False,piano,96,46,27.2727,27.395535375
False,piano,96,34,27.40257,27.525405375
False,piano,96,46,27.40257,27.525405375
True,piano,96,81,27.53244,27.716963625
False,piano,96,34,27.53244,27.655275375
False,piano,96,46,27.53244,27.655275375
False,piano,96,34,27.66231,27.785145375000003
False,piano,96,46,27.66231,27.785145375000003
True,piano,96,78,27.727245,27.911768625
False,piano,96,34,27.79218,27.915015375
False,piano,96,46,27.79218,27.915015375
True,piano,96,77,27.922050000000002,28.044885375
False,piano,96,34,27.922050000000002,28.044885375
False,piano,96,46,27.922050000000002,28.044885375
False,piano,96,34,28.05192,28.174755375
False,piano,96,46,28.05192,28.174755375
True,piano,96,77,28.18179,28.242937125
False,piano,96,34,28.18179,28.242937125
True,piano,96,75,28.246725,28.307872125000003
False,piano,96,46,28.246725,28.307872125000003
True,piano,96,77,28.31166,28.434495375
False,piano,96,34,28.31166,28.434495375
False,piano,96,46,28.31166,28.434495375
True,piano,96,78,28.44153,28.564365375
False,piano,96,34,28.44153,28.564365375
False,piano,96,46,28.44153,28.564365375
True,piano,96,77,28.5714,28.694235375
False,piano,96,34,28.5714,28.694235375
False,piano,96,46,28.5714,28.694235375
True,piano,96,82,28.70127,28.762417125000002
False,piano,96,34,28.70127,28.762417125000002
True,piano,96,82,28.766205000000003,28.827352125
False,piano,96,46,28.766205000000003,28.827352125
True,piano,96,81,28.83114,28.953975375000002
False,piano,96,34,28.83114,29.077351874999998
False,piano,96,46,28.83114,29.077351874999998
True,piano,96,77,28.961009999999998,29.083845375000003
True,piano,96,70,29.090880000000002,29.337091875
False,piano,96,34,29.090880000000002,29.213715375
False,piano,96,46,29.090880000000002,29.213715375
False,piano,96,34,29.220750000000002,29.343585375
False,piano,96,46,29.220750000000002,29.343585375
True,piano,96,82,29.35062,29.596831875000003
False,piano,96,34,29.35062,29.473455375
False,piano,96,46,29.35062,29.473455375
False,piano,96,34,29.48049,29.603325375
False,piano,96,46,29.48049,29.603325375
True,piano,96,81,29.61036,29.794883625
False,piano,96,34,29.61036,29.733195374999998
False,piano,96,46,29.61036,29.733195374999998
False,piano,96,34,29.74023,29.863065375
False,piano,96,46,29.74023,29.863065375
True,piano,96,78,29.805165,29.989688625
False,piano,96,34,29.8701,29.992935375000002
False,piano,96,46,29.8701,29.992935375000002
True,piano,96,77,29.99997,30.122805375
False,piano,96,34,29.99997,30.061117125000003
False,piano,96,46,30.064905,30.126052125
False,piano,96,34,30.12984,30.252675375000003
False,piano,96,46,30.12984,30.252675375000003
True,piano,96,77,30.25971,30.320857125
False,piano,96,34,30.25971,30.382545375
False,piano,96,46,30.25971,30.382545375
True,piano,96,75,30.324645,30.385792125000002
True,piano,96,77,30.389580000000002,30.512415375
False,piano,96,34,30.389580000000002,30.512415375
False,piano,96,46,30.389580000000002,30.512415375
True,piano,96,78,30.51945,30.642285375000004
False,piano,96,34,30.51945,30.642285375000004
False,piano,96,46,30.51945,30.642285375000004
True,piano,96,77,30.64932,30.772155375
False,piano,96,34,30.64932,30.895531875000003
False,piano,96,46,30.64932,30.895531875000003
True,piano,96,73,30.779190000000003,30.902025375
True,piano,96,72,30.90906,31.031895374999998
False,piano,96,34,30.90906,31.031895374999998
False,piano,96,46,30.90906,31.031895374999998
True,piano,96,69,31.03893,31.161765375
False,piano,96,34,31.03893,31.161765375
False,piano,96,46,31.03893,31.161765375
True,piano,96,70,31.168799999999997,31.415011875
False,piano,96,34,31.168799999999997,31.291635375000002
False,piano,96,46,31.168799999999997,31.291635375000002
False,piano,96,34,31.29867,31.421505375
False,piano,96,46,31.29867,31.421505375
True,piano,96,82,31.42854,31.674751875000002
False,piano,96,34,31.42854,31.551375375000003
False,piano,96,46,31.42854,31.551375375000003
False,piano,96,34,31.55841,31.619557125000004
False,piano,96,46,31.623344999999997,31.684492125000002
True,piano,96,81,31.688280000000002,31.872803625000003
False,piano,96,34,31.688280000000002,31.811115375
False,piano,96,46,31.688280000000002,31.811115375
False,piano,96,34,31.81815,31.940985375
False,piano,96,46,31.81815,31.940985375
True,piano,96,78,31.883085,32.067608625
False,piano,96,34,31.94802,32.070855375
False,piano,96,46,31.94802,32.070855375
True,piano,96,77,32.077890000000004,32.200725375000005
False,piano,96,34,32.077890000000004,32.324101875000004
False,piano,96,46,32.077890000000004,32.324101875000004
True,piano,96,85,32.337630000000004,32.398777125
False,piano,96,34,32.337630000000004,32.398777125
True,piano,96,84,32.402565,32.463712125
False,piano,96,46,32.402565,32.463712125
True,piano,96,82,32.4675,32.590335375
False,piano,96,34,32.4675,32.590335375
False,piano,96,46,32.4675,32.590335375
True,piano,96,84,32.59737,32.720205375
False,piano,96,34,32.59737,32.720205375
False,piano,96,46,32.59737,32.720205375
True,piano,96,82,32.72724,32.850075375
False,piano,96,34,32.72724,32.973451875
False,piano,96,46,32.72724,32.973451875
True,piano,96,77,32.85711,32.918257125000004
True,piano,96,78,32.922045,32.983192125
True,piano,96,81,32.98698,33.048127125
False,piano,96,53,32.98698,33.233191875
True,piano,96,77,33.051915,33.113062125
True,piano,96,81,33.11685,33.177997125000005
True,piano,96,84,33.181785000000005,33.242932125
True,piano,96,70,33.24672,33.492931875
False,piano,96,34,33.24672,33.492931875
False,piano,96,46,33.24672,33.492931875
True,piano,96,82,33.50646,33.752671875
False,piano,96,46,33.50646,33.752671875
False,piano,96,49,33.50646,33.752671875
True,piano,96,81,33.7662,33.950723625
False,piano,96,34,33.7662,33.950723625
False,piano,96,46,33.7662,33.950723625
True,piano,96,78,33.961005,34.145528625
False,piano,96,34,33.961005,34.145528625
False,piano,96,46,33.961005,34.145528625
True,piano,96,77,34.155809999999995,34.278645375
False,piano,96,34,34.155809999999995,34.278645375
False,piano,96,46,34.155809999999995,34.278645375
True,piano,96,77,34.41555,34.476697125
False,piano,96,46,34.41555,34.476697125
True,piano,96,75,34.480485,34.541632125
False,piano,96,41,34.480485,34.541632125
True,piano,96,77,34.54542,34.668255374999994
False,piano,96,49,34.54542,34.668255374999994
True,piano,96,78,34.675290000000004,34.798125375000005
False,piano,96,34,34.675290000000004,34.798125375000005
True,piano,96,77,34.80516,34.927995375
False,piano,96,49,34.80516,34.927995375
False,piano,96,53,34.80516,34.927995375
True,piano,96,73,34.93503,35.057865375
False,piano,96,53,34.93503,34.996177125
False,piano,96,52,34.999964999999996,35.061112125
True,piano,96,72,35.0649,35.187735375
False,piano,96,53,35.0649,35.187735375
True,piano,96,69,35.19477,35.317605375
False,piano,96,41,35.19477,35.317605375
True,piano,96,70,35.32464,35.570851875
False,piano,96,34,35.32464,35.570851875
False,piano,96,46,35.32464,35.570851875
True,piano,96,82,35.58438,35.830591874999996
False,piano,96,46,35.58438,35.830591874999996
False,piano,96,49,35.58438,35.830591874999996
True,piano,96,81,35.84412,36.028643625
False,piano,96,34,35.84412,36.028643625
False,piano,96,46,35.84412,36.028643625
True,piano,96,78,36.038925,36.223448624999996
False,piano,96,34,36.038925,36.223448624999996
False,piano,96,46,36.038925,36.223448624999996
True,piano,96,77,36.23373,36.356565374999995
False,piano,96,34,36.23373,36.356565374999995
False,piano,96,46,36.23373,36.356565374999995
True,piano,96,77,36.49347,36.55461712500001
False,piano,96,46,36.49347,36.55461712500001
True,piano,96,75,36.558405,36.619552125000006
False,piano,96,41,36.558405,36.619552125000006
True,piano,96,77,36.62334,36.746175375
False,piano,96,49,36.62334,36.746175375
True,piano,96,78,36.753209999999996,36.876045375
False,piano,96,34,36.753209999999996,36.882538875
True,piano,96,77,36.88308,37.005915375
False,piano,96,37,36.88308,36.947473875
False,piano,96,41,36.948015000000005,37.012408875
True,piano,96,82,37.012950000000004,37.074097125
False,piano,96,46,37.012950000000004,37.077343875
True,piano,96,82,37.077885,37.139032125
False,piano,96,49,37.077885,37.142278875
True,piano,96,81,37.14282,37.265655375
False,piano,96,53,37.14282,37.389031875
True,piano,96,77,37.272690000000004,37.395525375000005
True,piano,96,70,37.40256,37.648771875
False,piano,96,34,37.40256,37.525395375
False,piano,96,46,37.40256,37.525395375
False,piano,96,34,37.53243,37.655265375
False,piano,96,46,37.53243,37.655265375
True,piano,96,82,37.662299999999995,37.908511875
False,piano,96,34,37.662299999999995,37.785135374999996
False,piano,96,46,37.662299999999995,37.785135374999996
False,piano,96,34,37.792170000000006,37.915005375
False,piano,96,46,37.792170000000006,37.915005375
True,piano,96,81,37.92204,38.106563625
False,piano,96,34,37.92204,38.044875375
False,piano,96,46,37.92204,38.044875375
False,piano,96,34,38.05191,38.174745375
False,piano,96,46,38.05191,38.174745375
True,piano,96,78,38.116845,38.301368625
False,piano,96,34,38.18178,38.304615375000004
False,piano,96,46,38.18178,38.304615375000004
True,piano,96,77,38.31165,38.434485375
False,piano,96,34,38.31165,38.372797125000005
False,piano,96,46,38.376585,38.437732125000004
False,piano,96,34,38.44152,38.564355375
False,piano,96,46,38.44152,38.564355375
True,piano,96,77,38.57139,38.632537125
False,piano,96,34,38.57139,38.694225375
False,piano,96,46,38.57139,38.694225375
True,piano,96,75,38.63632500000001,38.697472125
True,piano,96,77,38.701260000000005,38.824095375
False,piano,96,34,38.701260000000005,38.824095375
False,piano,96,46,38.701260000000005,38.824095375
True,piano,96,78,38.83113,38.953965375
False,piano,96,34,38.83113,38.953965375
False,piano,96,46,38.83113,38.953965375
True,piano,96,77,38.961,39.083835375
False,piano,96,34,38.961,39.207211875
False,piano,96,46,38.961,39.207211875
True,piano,96,73,39.09087,39.213705375
True,piano,96,72,39.22074,39.343575375
False,piano,96,34,39.22074,39.343575375
False,piano,96,46,39.22074,39.343575375
True,piano,96,69,39.350609999999996,39.473445375
False,piano,96,34,39.350609999999996,39.411757125
False,piano,96,46,39.415544999999995,39.476692125
True,piano,96,70,39.48048000000001,39.726691875
False,piano,96,34,39.48048000000001,39.603315375
False,piano,96,46,39.48048000000001,39.603315375
False,piano,96,34,39.610350000000004,39.733185375
False,piano,96,46,39.610350000000004,39.733185375
True,piano,96,82,39.74022,39.986431875
False,piano,96,34,39.74022,39.863055375
False,piano,96,46,39.74022,39.863055375
False,piano,96,34,39.87009,39.931237125
False,piano,96,46,39.935025,39.996172125
True,piano,96,81,39.99996,40.184483625
False,piano,96,34,39.99996,40.122795375
False,piano,96,46,39.99996,40.122795375
False,piano,96,34,40.12983,40.190977125
True,piano,96,78,40.194765,40.379288625
False,piano,96,46,40.194765,40.255912125
False,piano,96,34,40.259699999999995,40.382535374999996
False,piano,96,46,40.259699999999995,40.382535374999996
True,piano,96,77,40.389570000000006,40.512405375
False,piano,96,34,40.389570000000006,40.450717125
False,piano,96,46,40.454505000000005,40.515652124999995
False,piano,96,34,40.51944,40.642275375000004
False,piano,96,46,40.51944,40.642275375000004
True,piano,96,85,40.64931,40.710457125
False,piano,96,34,40.64931,40.772145375
False,piano,96,46,40.64931,40.772145375
True,piano,96,84,40.714245,40.775392125
True,piano,96,82,40.779180000000004,40.902015375000005
False,piano,96,34,40.779180000000004,40.902015375000005
False,piano,96,46,40.779180000000004,40.902015375000005
True,piano,96,84,40.90905,41.031885375
False,piano,96,34,40.90905,41.031885375
False,piano,96,46,40.90905,41.031885375
True,piano,96,81,41.03892,41.100067125
False,piano,96,34,41.03892,41.161755375
False,piano,96,46,41.03892,41.161755375
True,piano,96,90,41.103854999999996,41.165002125
True,piano,96,89,41.168789999999994,41.229937125
False,piano,96,34,41.168789999999994,41.291625374999995
False,piano,96,46,41.168789999999994,41.291625374999995
True,piano,96,87,41.23372500000001,41.294872125
True,piano,96,84,41.298660000000005,41.359807124999996
False,piano,96,34,41.298660000000005,41.421495375
False,piano,96,46,41.298660000000005,41.421495375
True,piano,96,81,41.363595000000004,41.424742125
True,piano,96,84,41.42853,41.489677125
False,piano,96,34,41.42853,41.551365375
False,piano,96,46,41.42853,41.551365375
True,piano,96,85,41.493465,41.554612125
True,piano,96,82,41.5584,42.544870875
False,piano,96,34,41.5584,41.681235375
True,piano,80,53,41.68827,41.811105375000004
True,piano,80,58,41.68827,41.811105375000004
False,piano,104,34,41.68827,41.811105375000004
True,piano,80,53,41.94801,42.070845375
True,piano,80,58,41.94801,42.070845375
False,piano,104,34,41.94801,42.070845375
True,piano,80,53,42.207750000000004,42.330585375000005
True,piano,80,58,42.207750000000004,42.330585375000005
False,piano,104,34,42.207750000000004,42.330585375000005
True,piano,80,53,42.46749,42.713701875
True,piano,80,58,42.46749,42.713701875
False,piano,104,34,42.46749,42.713701875
True,piano,80,53,42.72723,42.850065375
True,piano,80,58,42.72723,42.850065375
False,piano,104,34,42.72723,42.850065375
True,piano,80,53,42.857099999999996,42.979935375
True,piano,80,58,42.857099999999996,42.979935375
False,piano,104,34,42.857099999999996,42.979935375
True,piano,80,54,43.11684,43.363051875000004
True,piano,80,59,43.11684,43.363051875000004
False,piano,104,35,43.11684,43.363051875000004
True,piano,80,54,43.37658,43.622791875
True,piano,80,59,43.37658,43.622791875
False,piano,104,35,43.37658,43.622791875
True,piano,80,53,43.63632,43.759155375
True,piano,80,58,43.63632,43.759155375
False,piano,104,34,43.63632,43.759155375
True,piano,80,53,43.76619,43.889025374999996
True,piano,80,58,43.76619,43.889025374999996
False,piano,104,34,43.76619,43.889025374999996
True,piano,80,53,44.02593,44.148765375
True,piano,80,58,44.02593,44.148765375
False,piano,104,34,44.02593,44.148765375
True,piano,80,53,44.285669999999996,44.408505375000004
True,piano,80,58,44.285669999999996,44.408505375000004
False,piano,104,34,44.285669999999996,44.408505375000004
True,piano,80,53,44.54541,44.791621875000004
True,piano,80,58,44.54541,44.791621875000004
False,piano,104,34,44.54541,44.791621875000004
True,piano,80,53,44.805150000000005,44.927985375000006
True,piano,80,58,44.805150000000005,44.927985375000006
False,piano,104,34,44.805150000000005,44.927985375000006
True,piano,80,53,44.93502,45.057855375
True,piano,80,58,44.93502,45.057855375
False,piano,104,34,44.93502,45.057855375
True,piano,80,53,45.19476,45.440971874999995
True,piano,80,57,45.19476,45.440971874999995
False,piano,104,33,45.19476,45.440971874999995
True,piano,80,53,45.4545,45.700711875
True,piano,80,57,45.4545,45.700711875
False,piano,104,33,45.4545,45.700711875
True,piano,80,53,45.714240000000004,45.837075375000005
True,piano,80,58,45.714240000000004,45.837075375000005
False,piano,104,34,45.714240000000004,45.837075375000005
True,piano,80,53,45.84411,45.966945375
True,piano,80,58,45.84411,45.966945375
False,piano,104,34,45.84411,45.966945375
False,piano,80,49,45.97398,46.096815375
True,piano,80,53,46.10385,46.226685375
True,piano,80,58,46.10385,46.226685375
False,piano,104,34,46.10385,46.226685375
False,piano,80,49,46.23372,46.356555375
True,piano,80,53,46.36359,46.486425374999996
True,piano,80,58,46.36359,46.486425374999996
False,piano,104,34,46.36359,46.486425374999996
False,piano,80,49,46.49346,46.61629537500001
True,piano,80,53,46.62333,46.869541875
True,piano,80,58,46.62333,46.869541875
False,piano,104,34,46.62333,46.869541875
True,piano,80,53,46.88307,47.005905375
True,piano,80,58,46.88307,47.005905375
False,piano,104,34,46.88307,47.005905375
True,piano,80,53,47.01294,47.135775375
True,piano,80,58,47.01294,47.135775375
False,piano,104,34,47.01294,47.135775375
False,piano,80,49,47.142810000000004,47.265645375
True,piano,80,54,47.27268,47.518891875
True,piano,80,59,47.27268,47.518891875
False,piano,104,35,47.27268,47.395515374999995
False,piano,80,50,47.402550000000005,47.525385375000006
True,piano,80,54,47.53242,47.778631875
True,piano,80,59,47.53242,47.778631875
False,piano,104,35,47.53242,47.655255375
False,piano,80,50,47.66229,47.785125375
True,piano,80,53,47.792159999999996,47.914995375
True,piano,80,58,47.792159999999996,47.914995375
False,piano,104,34,47.792159999999996,47.914995375
True,piano,80,53,47.92203,48.044865375
True,piano,80,58,47.92203,48.044865375
False,piano,104,34,47.92203,48.044865375
False,piano,80,49,48.0519,48.174735375
True,piano,80,53,48.18177,48.304605375
True,piano,80,58,48.18177,48.304605375
False,piano,104,34,48.18177,48.304605375
False,piano,80,49,48.311640000000004,48.434475375000005
True,piano,80,53,48.44151,48.564345375
True,piano,80,58,48.44151,48.564345375
False,piano,104,34,48.44151,48.564345375
False,piano,80,49,48.57138,48.694215375
True,piano,80,53,48.701249999999995,48.947461875
True,piano,80,58,48.701249999999995,48.947461875
False,piano,104,34,48.701249999999995,48.947461875
True,piano,77,53,48.96099,49.083825374999996
True,piano,77,58,48.96099,49.083825374999996
False,piano,100,34,48.96099,49.083825374999996
True,piano,75,53,49.09086,49.213695375
True,piano,75,58,49.09086,49.213695375
False,piano,97,34,49.09086,49.213695375
False,piano,73,49,49.22073,49.343565375000004
True,piano,72,53,49.3506,49.596811875
True,piano,72,57,49.3506,49.596811875
False,piano,93,33,49.3506,49.473435375
False,piano,70,48,49.48047,49.603305375
True,piano,68,53,49.61034,49.856551875
True,piano,68,57,49.61034,49.856551875
False,piano,88,33,49.61034,49.733175375
False,piano,66,48,49.740210000000005,49.863045375
True,piano,64,70,49.87008,50.116291875
False,piano,64,34,49.87008,51.350056875
False,piano,64,41,49.87008,51.350056875
True,piano,64,77,50.12982,50.376031874999995
True,piano,64,75,50.389559999999996,50.635771875
True,piano,64,77,50.649300000000004,50.895511875000004
True,piano,64,78,50.909040000000005,51.155251875
True,piano,64,80,51.16878,51.414991875000005
True,piano,64,78,51.428520000000006,51.674731875
False,piano,64,35,51.428520000000006,51.921484875000004
False,piano,64,42,51.428520000000006,51.921484875000004
True,piano,64,77,51.68826,51.934471875
True,piano,64,70,51.948,52.194211875
False,piano,64,34,51.948,53.427976875
False,piano,64,41,51.948,53.427976875
True,piano,64,77,52.207739999999994,52.453951875
True,piano,64,75,52.46748,52.713691875
True,piano,64,77,52.72722,52.973431874999996
True,piano,64,73,52.986959999999996,53.233171875000004
True,piano,64,75,53.246700000000004,53.492911875000004
True,piano,64,73,53.50644,53.752651875
False,piano,64,33,53.50644,53.999404874999996
False,piano,64,40,53.50644,53.999404874999996
True,piano,64,72,53.76618,54.012391875000006
True,piano,64,58,54.025920000000006,54.272131875
True,piano,64,70,54.025920000000006,54.272131875
False,piano,64,34,54.025920000000006,54.148755375
False,piano,64,41,54.025920000000006,54.148755375
False,piano,65,34,54.15579,54.278625375000004
False,piano,65,41,54.15579,54.278625375000004
