user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,80,64,0.0,0.33300852291666666
True,piano,80,69,0.0,0.33300852291666666
True,piano,80,73,0.0,0.33300852291666666
False,piano,80,45,0.0,0.33300852291666666
False,piano,80,57,0.0,0.33300852291666666
True,piano,80,80,0.35156325,0.46191504791666665
False,piano,80,52,0.35156325,0.46191504791666665
True,piano,80,66,0.7031265,1.1474633854166667
True,piano,80,71,0.7031265,1.1474633854166667
True,piano,80,75,0.7031265,1.1474633854166667
True,piano,80,78,0.7031265,1.1474633854166667
False,piano,80,47,0.7031265,1.3701201104166667
False,piano,80,59,0.7031265,1.3701201104166667
True,piano,80,75,1.1718775,1.6162143854166664
False,piano,80,59,1.406253,1.6279331604166667
True,piano,80,66,1.6406284999999998,1.8623086604166665
False,piano,80,54,1.6406284999999998,1.8623086604166665
True,piano,80,63,1.875004,2.2080125229166665
True,piano,80,66,1.875004,2.2080125229166665
False,piano,80,44,1.875004,2.2080125229166665
False,piano,80,56,1.875004,2.2080125229166665
True,piano,80,78,2.22656725,2.3369190479166666
False,piano,80,51,2.22656725,2.3369190479166666
True,piano,80,64,2.5781305,3.022467385416667
True,piano,80,68,2.5781305,3.022467385416667
True,piano,80,76,2.5781305,3.022467385416667
False,piano,80,49,2.5781305,3.2451241104166666
False,piano,80,61,2.5781305,3.2451241104166666
True,piano,80,71,3.0468814999999996,3.2685616604166663
True,piano,80,68,3.2812569999999996,3.5029371604166664
False,piano,80,49,3.2812569999999996,3.5029371604166664
True,piano,80,71,3.5156325,3.737312660416667
False,piano,80,56,3.5156325,3.737312660416667
True,piano,80,64,3.750008,4.083016522916667
True,piano,80,69,3.750008,4.083016522916667
True,piano,80,73,3.750008,4.083016522916667
False,piano,80,45,3.750008,4.083016522916667
False,piano,80,57,3.750008,4.083016522916667
True,piano,80,80,4.10157125,4.211923047916667
False,piano,80,52,4.10157125,4.211923047916667
True,piano,80,66,4.4531345,4.897471385416666
True,piano,80,71,4.4531345,4.897471385416666
True,piano,80,75,4.4531345,4.897471385416666
True,piano,80,78,4.4531345,4.897471385416666
False,piano,80,47,4.4531345,5.120128110416667
False,piano,80,59,4.4531345,5.120128110416667
True,piano,80,71,4.9218855,5.143565660416667
True,piano,80,83,4.9218855,5.143565660416667
True,piano,80,71,5.156261,5.266612797916666
False,piano,80,47,5.156261,5.600597885416666
False,piano,80,59,5.156261,5.600597885416666
True,piano,80,73,5.27344875,5.383800547916667
True,piano,80,76,5.390636499999999,5.500988297916666
True,piano,80,78,5.50782425,5.618176047916666
True,piano,80,81,5.625012,5.7353637979166665
True,piano,80,76,5.625012,5.958020522916667
False,piano,80,40,5.625012,5.958020522916667
False,piano,80,47,5.625012,5.958020522916667
False,piano,80,52,5.625012,5.958020522916667
True,piano,80,80,5.742199749999999,5.963879910416666
True,piano,80,78,5.97657525,6.1982554104166665
False,piano,80,40,5.97657525,6.1982554104166665
False,piano,80,47,5.97657525,6.1982554104166665
False,piano,80,52,5.97657525,6.1982554104166665
True,piano,80,76,6.210950749999999,6.321302547916667
False,piano,80,40,6.210950749999999,6.321302547916667
False,piano,80,47,6.210950749999999,6.321302547916667
False,piano,80,52,6.210950749999999,6.321302547916667
True,piano,80,78,6.3281385,6.549818660416666
False,piano,80,40,6.3281385,6.549818660416666
False,piano,80,47,6.3281385,6.549818660416666
False,piano,80,52,6.3281385,6.549818660416666
False,piano,80,40,6.562513999999999,6.784194160416666
False,piano,80,47,6.562513999999999,6.784194160416666
False,piano,80,52,6.562513999999999,6.784194160416666
True,piano,80,71,6.7968895,7.018569660416666
True,piano,80,76,6.7968895,7.018569660416666
True,piano,80,80,6.7968895,7.018569660416666
True,piano,80,101,7.031265,7.0371243875
False,piano,80,52,7.031265,7.085952616666666
True,piano,80,100,7.038100952083332,7.043960339583333
True,piano,80,99,7.045913468749999,7.0517728562499995
True,piano,80,98,7.05470255,7.060561937499999
True,piano,80,97,7.061538502083334,7.067397889583333
True,piano,80,96,7.06935101875,7.075210406249999
True,piano,80,95,7.0781401,7.083999487499999
True,piano,80,94,7.084976052083333,7.090835439583333
False,piano,80,47,7.089858875,7.144546491666666
True,piano,80,93,7.09278856875,7.09864795625
True,piano,80,92,7.101577649999999,7.1074370375
True,piano,80,91,7.108413602083333,7.114272989583332
True,piano,80,90,7.11622611875,7.1220855062499995
True,piano,80,89,7.125015199999999,7.1308745875
True,piano,80,88,7.131851152083333,7.137710539583333
True,piano,80,87,7.13966366875,7.14552305625
True,piano,80,86,7.14845275,7.1543121375
False,piano,80,40,7.14845275,7.203140366666667
True,piano,80,85,7.155288702083333,7.1611480895833335
True,piano,80,84,7.16310121875,7.16896060625
True,piano,80,83,7.171890299999999,7.1777496874999995
True,piano,80,82,7.178726252083333,7.184585639583333
True,piano,80,81,7.186538768749999,7.1923981562499995
